household_id,district,latitude,longitude,distribution_date,household_size,baseline_fuel_kg_person_week,distance_to_market_km,elevation_m,usage_month_1,usage_month_2,usage_month_3,usage_month_4,usage_month_5,usage_month_6,avg_usage,fuel_reduction_pct,is_at_risk
HH-06927,Musanze,-1.489888,29.577461,2023-09-06,7.0,10.5,2.7,1724,31.3,40.8,27.4,35.5,33.5,33.9,33.733333333333334,-2.212698412698413,1
HH-00034,Gakenke,-1.652455,29.799351,2025-06-15,4.0,9.3,4.8,2172,16.7,18.5,16.1,17.5,14.7,18.0,16.916666666666668,-0.8189964157706093,1
HH-02808,Nyabihu,-1.555329,29.53687,2023-01-07,3.0,8.5,2.7,2425,23.1,21.4,24.6,21.6,24.0,20.4,22.516666666666666,-1.6490196078431372,1
HH-00958,Nyabihu,-1.617185,29.461294,2023-12-27,3.0,6.1,2.3,2381,17.2,18.7,14.9,16.9,15.8,15.7,16.53333333333333,-1.710382513661202,1
HH-07872,Nyabihu,-1.586968,29.460378,2024-01-10,5.0,8.7,3.3,2360,35.1,43.7,39.6,42.1,39.8,34.1,39.06666666666667,-3.490421455938698,1
HH-06343,Rulindo,-1.728288,29.983526,2023-08-04,2.0,7.8,1.3,1731,7.8,5.9,8.4,7.8,7.2,8.3,7.566666666666667,0.029914529914529808,1
HH-01633,Rulindo,-1.70156,29.969902,2023-06-19,4.0,9.4,1.2,1947,18.4,16.6,22.1,17.7,16.1,26.51715206185567,19.569525343642614,-1.0818643982598524,1
HH-07418,Nyabihu,-1.569712,29.544802,2023-07-20,4.0,7.7,17.2,2545,27.6,30.4,28.9,40.7,36.1,34.1,32.96666666666667,-3.2813852813852815,1
HH-04263,Musanze,-1.491009,29.630571,2023-04-23,4.0,10.1,16.2,1811,36.7,31.0,37.0,31.9,37.1,35.4,34.85,-2.4504950495049505,1
HH-02224,Musanze,-1.487414,29.612415,2023-01-21,4.0,9.4,0.7,1601,38.0,36.4,33.7,38.4,32.3,38.8,36.26666666666667,-2.858156028368795,1
HH-03379,Nyabihu,-1.594754,29.507059,2023-02-27,5.0,8.6,10.0,2463,36.2,35.0,39.4,39.3,42.4,39.7,38.666666666666664,-3.4961240310077515,1
HH-07160,Burera,-1.594754,29.507059,2024-04-01,6.0,6.8,2.6,2226,17.1,20.0,15.8,22.9,18.7,15.9,18.400000000000002,-1.7058823529411766,1
HH-00062,Musanze,-1.476402,29.690997,2023-10-16,8.0,7.2,6.5,1742,25.4,28.5,26.5,28.8,31.1,18.6,26.483333333333334,-2.678240740740741,1
HH-04571,Burera,-1.436043,29.811353,2023-12-27,6.0,8.9,3.4,1746,44.3,48.6,49.3,45.4,48.9,50.9,47.9,-4.382022471910112,1
HH-01808,Nyabihu,-1.601479,29.542457,2024-06-12,6.0,6.6,6.5,2414,38.0,33.4,31.9,36.2,33.8,38.0,35.21666666666667,-4.3358585858585865,1
HH-01278,Gakenke,29.754559,-1.713497,2023-09-30,2.0,10.0,2.0,1956,16.9,16.7,19.7,18.9,17.8,17.3,17.88333333333333,-0.7883333333333329,1
HH-07535,Rulindo,-1.746357,30.018864,2024-05-09,7.0,7.3,2.7,1873,21.1,27.053943298969074,24.5,20.4,18.7,18.2,21.65899054982818,-1.966985006825778,1
HH-03516,Gakenke,-1.677569,29.838805,2023-01-19,3.0,9.3,7.9,2017,26.4,28.1,25.2,24.3,26.2,30.1,26.716666666666665,-1.872759856630824,1
HH-00333,Nyabihu,-1.604616,29.537933,2023-07-03,4.0,8.1,4.1,2292,14.8,16.0,12.9,16.3,11.7,13.6,14.216666666666667,-0.7551440329218108,1
HH-06073,Nyabihu,-1.581892,29.52118,2023-11-28,5.0,8.6,1.0,2441,43.0,37.1,39.2,36.5,31.6,32.3,36.61666666666667,-3.257751937984496,1
HH-02376,Musanze,-1.455694,29.589172,2023-05-05,7.0,9.1,2.9,2015,49.2,47.7,64.9,57.5,54.7,68.0,57.0,-5.263736263736264,1
HH-07172,Gakenke,-1.696324,29.837328,2024-05-06,4.0,12.7,1.5,2222,21.4,21.5,21.6,19.3,21.5,17.7,20.5,-0.6141732283464568,1
HH-01262,Rulindo,-1.738002,30.00255,2023-05-13,2.0,11.5,6.7,1772,17.5,23.2,20.9,24.1,22.5,19.7,21.316666666666666,-0.8536231884057971,1
HH-05608,Gakenke,-1.665338,29.882917,2023-09-02,5.0,6.9,10.3,2120,31.6,35.6,28.4,33.8,36.3,34.2,33.31666666666666,-3.8285024154589364,1
HH-05304,Gakenke,-1.725411,29.790501,2023-12-18,6.0,8.6,2.3,2073,22.6,21.0,29.4,25.8,24.5,23.6,24.483333333333334,-1.8468992248062017,1
HH-05628,Musanze,-1.515778,29.595204,2023-05-10,6.0,11.0,4.9,1736,34.1,33.5,35.7,39.3,33.1,32.8,34.75,-2.159090909090909,1
HH-00737,Musanze,-1.524214,29.60336,2023-09-02,5.0,9.7,1.9,1771,21.2,19.6,24.2,22.8,26.663943298969073,24.0,23.07732388316151,-1.3791055549651046,1
HH-06416,Musanze,-1.482315,29.679407,2024-03-03,6.0,11.2,0.8,1917,48.7,54.3,62.5,63.5,62.1,67.7,59.800000000000004,-4.339285714285715,1
HH-06089,Rulindo,-1.707179,30.009768,2023-01-06,5.0,9.4,1.8,2062,24.9,25.7,25.9,25.4,25.2,18.5,24.26666666666667,-1.5815602836879434,1
HH-02898,Musanze,-1.487894,29.682867,2023-08-19,6.0,7.5,5.4,1891,38.1,35.8,33.3,34.4,48.2,42.0,38.63333333333333,-4.151111111111111,1
HH-03245,Rulindo,-1.773596,29.981089,2023-12-30,6.0,8.8,3.4,1667,39.7,55.4,41.8,56.0,49.0,52.2,49.01666666666666,-4.570075757575756,1
HH-05365,Burera,-1.489392,29.74326,2023-07-01,1.0,0.2,8.6,1949,3.5,3.6,2.9,4.2,2.9,3.2,3.383333333333333,-15.916666666666663,1
HH-03289,Gakenke,-1.674012,29.832178,2023-05-16,2.0,4.4,1.2,2018,7.6,7.1,6.9,6.6,7.6,8.0,7.300000000000001,-0.6590909090909092,1
HH-06460,Musanze,-1.47281,29.571432,2023-12-15,3.0,6.8,2.1,1794,9.5,9.2,9.2,26.805824742268044,9.4,11.1,12.534304123711339,-0.8432800181928439,1
HH-07285,Nyabihu,-1.588394,29.510692,2023-11-07,4.0,13.2,0.5,2392,25.4,32.3,27.9,22.6,22.1,20.8,25.183333333333334,-0.907828282828283,1
HH-06450,Burera,-1.484835,29.741884,2024-01-13,5.0,8.4,3.7,1712,20.6,20.4,16.3,23.3,17.2,23.3,20.183333333333334,-1.4027777777777777,1
HH-03300,Rulindo,-1.704697,30.00931,2023-07-05,7.0,8.5,3.0,1942,33.8,26.5,28.7,29.9,27.5,23.5,28.316666666666666,-2.331372549019608,1
HH-02474,Rulindo,-1.7086,29.954489,2023-04-20,4.0,9.1,3.9,1799,33.0,30.6,34.2,36.6,26.663943298969073,28.2,31.54399054982818,-2.4663725878932063,1
HH-02307,Nyabihu,-1.602353,29.531471,2023-06-04,3.0,8.5,0.9,2550,10.2,15.0,11.4,9.7,11.0,10.1,11.233333333333333,-0.3215686274509803,1
HH-01375,Musanze,-1.509028,29.635722,2023-02-13,3.0,6.9,2.3,2089,10.7,10.5,8.8,11.3,8.3,8.2,9.633333333333333,-0.39613526570048296,1
HH-06172,Burera,-1.485146,29.730829,2024-03-10,6.0,8.0,1.3,1995,34.2,39.8,44.6,48.3,39.1,50.1,42.68333333333333,-4.335416666666666,1
HH-07742,Nyabihu,-1.618645,29.543683,2024-01-01,2.0,8.7,8.2,2312,8.9,7.1,8.6,8.6,7.1,9.3,8.266666666666667,0.04980842911877378,1
HH-07894,Musanze,-1.475487,29.642825,2023-11-08,5.0,10.6,4.1,1796,27.6,30.6,29.5,27.0,24.8,16.7,26.03333333333333,-1.4559748427672956,1
HH-02599,Musanze,-1.484694,29.62449,2024-05-15,4.0,10.2,4.9,1584,21.2,17.7,15.6,15.0,26.663943298969073,22.0,19.69399054982818,-0.9307833872380569,1
HH-03430,Burera,-1.482453,29.800835,2024-04-12,4.0,10.7,4.8,1958,33.4,46.5,38.8,43.0,38.5,37.6,39.63333333333333,-2.7040498442367604,1
HH-02604,Musanze,-1.513511,29.673875,2024-06-22,5.0,8.7,5.5,2103,18.7,21.3,23.0,20.0,20.6,24.8,21.400000000000002,-1.4597701149425293,1
HH-03878,Gakenke,-1.654678,29.838255,2023-10-17,5.0,7.7,6.7,1777,38.1,32.7,33.0,38.0,33.3,36.3,35.23333333333334,-3.575757575757577,1
HH-07864,Burera,-1.478348,29.76853,2023-12-14,6.0,7.5,1.9,1728,40.3,27.053943298969074,35.8,36.6,41.0,44.4,37.52565721649484,-4.003420962199312,1
HH-06576,Rulindo,-1.767845,29.980951,2023-05-26,4.0,8.0,1.3,1819,13.2,17.3,17.2,12.8,15.9,12.2,14.766666666666667,-0.8458333333333334,1
HH-07118,Nyabihu,-1.637899,29.478158,2024-02-03,4.0,12.3,8.9,2218,19.0,28.2,19.9,25.4,18.1,20.9,21.916666666666668,-0.7818428184281843,1
HH-01079,Nyabihu,-1.62556,29.511365,2023-08-09,7.0,7.5,1.5,2431,27.2,18.8,29.3,22.4,20.5,24.0,23.7,-2.1599999999999997,1
HH-03521,Musanze,-1.485242,29.560077,2024-06-18,2.0,10.0,2.3,1901,17.5,17.5,20.2,17.3,19.7,20.0,18.7,-0.8699999999999999,1
HH-01164,Rulindo,-1.768272,30.081819,2024-04-16,3.0,7.9,7.3,1971,10.2,9.6,10.8,12.2,9.1,8.4,10.049999999999999,-0.272151898734177,1
HH-06578,Musanze,-1.51738,29.636647,2023-01-26,2.0,8.3,3.2,1741,7.5,8.3,6.3,7.0,8.1,7.6,7.466666666666668,0.10040160642570277,1
HH-03833,Rulindo,-1.708694,29.977135,2023-05-08,5.0,6.7,1.5,1919,17.5,14.5,26.95904639175258,18.7,12.3,12.4,17.059841065292098,-1.5462449351182235,1
HH-05442,Nyabihu,-1.639854,29.496529,2023-08-09,4.0,9.4,3.7,2364,36.9,34.1,29.0,34.1,36.8,30.2,33.51666666666666,-2.5656028368794317,1
HH-00080,Nyabihu,-1.646658,29.531582,2023-12-16,4.0,10.3,10.0,2296,39.2,40.5,41.3,34.4,43.4,33.9,38.78333333333334,-2.76537216828479,1
HH-02586,Burera,-1.488559,29.711752,2023-03-23,3.0,8.0,2.6,1966,23.9,18.8,17.5,24.4,18.8,21.1,20.75,-1.59375,1
HH-06907,Musanze,-1.519531,29.627209,2023-06-11,4.0,10.0,6.6,1794,27.28855670103093,19.4,15.8,16.1,16.8,12.8,18.03142611683849,-0.8031426116838489,1
HH-06817,Musanze,-1.532753,29.680445,2023-06-22,5.0,11.7,4.8,2117,22.8,31.6,29.6,25.8,24.5,18.9,25.533333333333335,-1.1823361823361827,1
HH-04510,Gakenke,-1.652381,29.782469,2023-10-26,6.0,9.3,7.4,2164,22.4,26.5,31.8,18.9,21.3,31.6,25.416666666666668,-1.732974910394265,1
HH-07166,Nyabihu,-1.609943,29.498515,2024-06-13,3.0,8.4,3.1,2228,24.1,22.6,22.9,23.0,22.6,23.2,23.066666666666663,-1.7460317460317454,1
HH-05926,Rulindo,-1.79708,29.98733,2023-01-04,2.0,12.8,5.6,1719,19.6,24.7,24.6,21.2,23.7,25.5,23.21666666666667,-0.8138020833333334,1
HH-04596,Burera,-1.79708,29.98733,2023-07-30,4.0,11.3,5.5,1795,18.3,18.8,20.5,18.1,22.3,18.1,19.349999999999998,-0.7123893805309731,1
HH-01791,Nyabihu,-1.565396,29.549867,2023-10-09,5.0,4.0,2.4,2371,14.0,15.3,18.8,17.3,17.5,17.7,16.76666666666667,-3.1916666666666673,1
HH-01787,Burera,-1.470557,29.735469,2023-09-21,4.0,9.4,7.0,1721,34.9,32.7,35.5,31.7,29.5,32.9,32.86666666666667,-2.49645390070922,1
HH-01570,Musanze,-1.510125,29.641993,2023-08-13,5.0,9.5,11.0,2088,27.28855670103093,37.0,38.2,26.805824742268044,38.0,36.6,33.98239690721649,-2.5770944112859464,1
HH-01738,Nyabihu,-1.626766,29.487489,2023-02-21,6.0,8.5,0.8,2569,22.6,30.3,29.5,29.7,23.8,23.5,26.566666666666666,-2.1254901960784314,1
HH-02252,Gakenke,-1.619156,29.77678,2023-11-16,4.0,4.0,5.0,1962,13.9,15.5,12.4,15.1,17.5,15.0,14.9,-2.725,1
HH-04889,Nyabihu,-1.554087,29.456268,2023-06-24,4.0,8.3,1.5,2230,16.5,12.8,18.5,14.1,13.7,14.1,14.949999999999998,-0.801204819277108,1
HH-01026,Burera,-1.460365,29.7,2023-09-23,4.0,12.5,3.1,1885,38.5,49.2,52.3,53.7,26.663943298969073,44.2,44.09399054982817,-2.5275192439862537,1
HH-01955,Gakenke,-1.60738,29.875675,2023-07-10,4.0,7.9,0.9,2053,13.7,14.9,14.0,18.0,12.0,14.7,14.549999999999999,-0.841772151898734,1
HH-03613,Musanze,-1.525561,29.619043,2023-09-24,4.0,5.9,1.1,1779,8.8,12.7,8.1,12.1,9.1,11.5,10.383333333333335,-0.7598870056497177,1
HH-01563,Rulindo,-1.755573,30.053365,2024-06-09,4.0,10.8,22.6,1799,32.9,34.0,37.6,40.6,38.7,26.51715206185567,35.052858676975944,-2.2456350626829575,1
HH-05778,Nyabihu,-1.564059,29.456505,2024-04-13,8.0,9.0,1.1,2358,39.6,31.9,40.3,37.4,36.7,32.8,36.449999999999996,-3.0499999999999994,1
HH-06290,Musanze,-1.478231,29.665009,2023-03-22,5.0,8.8,4.4777974683544315,1653,22.3,23.5,22.2,23.2,17.8,15.0,20.666666666666668,-1.3484848484848484,1
HH-07467,Rulindo,-1.734021,30.094791,2024-05-06,5.0,12.2,3.4,1475,28.7,25.2,35.3,26.2,26.663943298969073,27.9,28.32732388316151,-1.3219117937017635,1
HH-01331,Burera,-1.481816,29.80948,2023-04-09,4.0,9.1,5.8,1748,17.2,20.5,18.7,13.7,17.3,18.5,17.650000000000002,-0.9395604395604399,1
HH-06763,Nyabihu,-1.617208,29.466327,2024-05-22,5.0,8.8,2.3,2313,35.5,38.4,42.4,26.805824742268044,42.7,34.4,36.70097079037801,-3.170564862542955,1
HH-07879,Burera,-1.477537,29.777071,2023-10-21,4.0,10.9,5.5,1805,42.0,39.8,37.2,30.7,40.2,38.7,38.099999999999994,-2.495412844036697,1
HH-05723,Rulindo,-1.763286,29.973897,2024-05-11,3.0,6.9,2.1,1788,22.4,19.2,17.6,20.6,19.4,15.9,19.183333333333334,-1.7801932367149758,1
HH-02021,Gakenke,-1.672905,29.854663,2023-07-13,3.0,11.5,6.1,1996,18.0,16.2,17.5,16.4,16.8,14.3,16.53333333333333,-0.4376811594202897,1
HH-00150,Musanze,-1.544749,29.673818,2024-06-08,7.0,10.0,5.7,1769,31.3,32.0,26.95904639175258,43.0,35.7,24.2,32.19317439862542,-2.219317439862542,1
HH-05328,Nyabihu,-1.593703,29.53476,2024-04-20,5.0,9.7,2.4,2335,26.1,22.0,24.9,21.9,18.6,16.3,21.633333333333336,-1.2302405498281792,1
HH-05156,Musanze,-1.492131,29.674906,2023-12-25,4.0,7.7,1.6,2074,19.7,14.2,14.3,14.8,11.4,12.4,14.466666666666669,-0.878787878787879,1
HH-07786,Burera,-1.427617,29.788689,2023-11-04,6.0,5.4,0.7,1915,17.0,19.4,14.0,-12.4,12.1,15.2,10.883333333333333,-1.015432098765432,1
HH-01733,Burera,-1.486548,29.736773,2023-08-03,3.0,12.8,25.0,1975,30.8,38.5,34.1,39.4,33.3,36.8,35.48333333333334,-1.7721354166666672,1
HH-00971,Rulindo,-1.725594,29.978324,2024-05-22,3.0,4.5,13.3,1596,13.7,10.8,10.8,12.7,13.0,11.7,12.116666666666667,-1.6925925925925926,1
HH-02339,Nyabihu,-1.605978,29.477092,2023-02-06,5.0,11.3,3.1,2410,50.6,54.4,46.7,47.3,50.1,41.8,48.48333333333333,-3.2905604719764,1
HH-01264,Musanze,-1.456207,29.697035,2023-08-15,5.0,10.2,6.4,1815,51.0,45.0,47.5,52.4,49.4,44.1,48.23333333333334,-3.728758169934642,1
HH-00170,Burera,-1.427136,29.796857,2023-09-17,7.0,10.0,2.2,2001,28.3,34.3,40.5,29.3,35.4,33.6,33.56666666666667,-2.356666666666667,1
HH-04551,Gakenke,-1.600667,29.808918,2024-02-12,5.0,9.1,5.1,2045,39.1,43.3,40.0,43.7,38.0,33.1,39.53333333333334,-3.344322344322345,1
HH-01516,Nyabihu,-1.600962,29.545641,2024-05-15,4.0,7.6,0.6,2382,12.2,16.7,13.0,11.2,13.2,11.5,12.966666666666667,-0.7061403508771931,1
HH-02860,Nyabihu,-1.600962,29.545641,2023-11-22,6.0,7.8,2.9,2629,46.8,27.053943298969074,42.5,34.4,42.0,44.4,39.52565721649484,-4.067391950832672,1
HH-01480,Musanze,-1.541895,29.55865,2023-04-11,2.0,9.2,10.7,1703,14.8,18.0,15.5,15.2,16.1,15.5,15.85,-0.7228260869565218,1
HH-01616,Rulindo,-1.70123,30.049055,2024-02-15,5.0,12.3,1.0,2046,28.1,29.2,28.3,34.3,31.2,34.2,30.883333333333336,-1.510840108401084,1
HH-02575,Musanze,-1.483658,29.569151,2023-07-20,2.0,11.8,6.4,1930,14.2,12.7,11.7,9.7,11.2,8.4,11.316666666666668,0.04096045197740106,1
HH-05803,Musanze,-1.55,29.576771,2023-04-05,4.0,6.9,3.4,2039,16.1,10.4,11.3,15.3,13.2,9.8,12.683333333333332,-0.8381642512077292,1
HH-04906,Nyabihu,-1.613841,29.501642,2023-04-25,5.0,10.0,6.7,2287,37.7,42.2,43.2,43.7,43.8,51.3,43.650000000000006,-3.3650000000000007,1
HH-02580,Burera,-1.484109,29.849265,2023-07-28,2.0,6.9,12.7,1880,12.0,14.9,13.7,12.5,12.3,13.5,13.149999999999999,-0.905797101449275,1
HH-04249,Burera,-1.437416,29.771343,2023-04-03,6.0,11.3,1.7,2031,61.8,63.5,66.1,59.2,58.8,55.7,60.849999999999994,-4.384955752212389,1
HH-03439,Gakenke,-1.67351,29.895298,2023-07-15,4.0,12.1,0.6,2065,29.7,19.2,19.4,22.7,19.4,19.1,21.583333333333332,-0.7837465564738292,1
HH-00234,Burera,-1.474649,29.837847,2024-02-26,2.0,8.2,5.1,1988,11.6,27.053943298969074,16.5,13.3,14.8,16.5,16.625657216494847,-1.0275191727432742,1
HH-00354,Nyabihu,-1.616851,29.545766,2023-04-22,5.0,9.4,3.0,2291,45.0,44.7,49.3,40.3,45.8,44.9,45.0,-3.7872340425531914,1
HH-02230,Musanze,-1.523965,29.695969,2023-04-03,3.0,11.0,8.6,1753,18.2,17.2,14.7,13.7,15.0,19.2,16.333333333333332,-0.48484848484848475,1
HH-04634,Gakenke,-1.660052,29.856572,2023-11-24,6.0,11.0,1.5,2275,26.6,34.4,32.8,34.5,31.0,29.1,31.400000000000002,-1.8545454545454547,1
HH-04514,Burera,-1.457922,29.817414,2024-06-01,5.0,9.4,6.2,1801,35.2,42.5,43.5,49.1,36.8,37.4,40.75000000000001,-3.335106382978724,1
HH-02878,Nyabihu,-1.587104,29.48814,2024-03-24,4.0,7.8,0.8,2337,23.4,30.4,23.8,28.5,29.4,24.8,26.71666666666667,-2.4252136752136755,1
HH-05811,Nyabihu,-1.598037,29.513639,2023-08-25,6.0,9.3,9.3,2457,21.7,27.8,29.0,22.3,24.8,27.3,25.483333333333334,-1.7401433691756272,1
HH-02848,Musanze,-1.495574,29.628662,2023-09-06,7.0,8.8,1.7,1994,27.9,31.6,28.2,29.0,36.4,29.6,30.45,-2.4602272727272725,1
HH-03275,Rulindo,-1.786639,29.998768,2023-12-24,2.0,10.5,5.9,1892,15.9,19.3,18.2,18.7,22.2,20.3,19.1,-0.8190476190476191,1
HH-03827,Musanze,-1.485967,29.644283,2023-07-19,5.0,13.4,2.5,1747,33.2,34.1,28.0,26.805824742268044,31.9,30.7,30.78430412371134,-1.2973361286351746,1
HH-04921,Gakenke,-1.718559,29.76047,2023-12-02,4.0,7.9,3.5,2124,15.7,16.6,16.8,13.2,16.0,12.3,15.1,-0.911392405063291,1
HH-01222,Nyabihu,-1.59898,29.4575,2023-09-24,5.0,8.2,24.0,2459,37.0,31.1,30.5,32.8,35.1,33.1,33.26666666666666,-3.0569105691056904,1
HH-04690,Gakenke,-1.660374,29.8983,2024-06-01,4.0,12.1,4.4,2053,24.9,22.8,21.8,20.7,18.3,24.4,22.150000000000002,-0.8305785123966944,1
HH-00510,Rulindo,-1.763007,30.015205,2024-01-23,5.0,8.7,1.7,1855,21.3,22.5,26.5,24.4,21.8,16.5,22.166666666666668,-1.5478927203065138,1
HH-00998,Nyabihu,-1.570867,29.502552,2023-06-27,6.0,11.6,1.4,2414,64.1,67.8,68.2,72.2,59.3,53.1,64.11666666666666,-4.527298850574712,1
HH-05565,Gakenke,-1.690498,29.862153,2023-10-28,3.0,8.1,4.4,1928,23.8,23.9,22.2,20.2,17.1,18.9,21.01666666666667,-1.5946502057613172,1
HH-04512,Burera,-1.439966,29.785325,2023-06-26,4.0,7.9,7.2,1756,26.4,27.053943298969074,32.1,25.7,26.2,22.2,26.608990549828178,-2.368226651876985,1
HH-07101,Nyabihu,-1.570381,29.45188,2023-08-27,2.0,8.6,3.1,2417,15.4,27.053943298969074,14.9,16.9,13.2,16.7,17.358990549828178,-1.0184872732358348,1
HH-06926,Nyabihu,-1.586921,29.526033,2023-06-14,5.0,6.5,2.1,2603,14.8,19.2,12.8,15.3,13.6,14.6,15.049999999999997,-1.315384615384615,1
HH-04687,Nyabihu,-1.620488,29.462962,2025-06-15,5.0,5.8,2.7,2503,13.2,10.6,26.95904639175258,13.7,11.5,15.5,15.24317439862543,-1.6281335170043847,1
HH-06791,Rulindo,-1.778406,29.981436,2023-06-12,5.0,7.1,1.8,1886,17.8,21.1,18.2,15.8,14.8,12.3,16.666666666666668,-1.3474178403755872,1
HH-07252,Gakenke,-1.671967,29.860389,2023-06-26,5.0,10.2,0.7,2010,26.9,24.8,21.8,25.1,23.2,19.4,23.53333333333333,-1.3071895424836601,1
HH-05307,Burera,-1.48416,29.810022,2023-01-21,3.0,6.7,7.3,2008,18.9,18.1,18.5,17.0,16.6,18.5,17.933333333333334,-1.6766169154228856,1
HH-00539,Musanze,-1.460468,29.636694,2024-04-30,4.0,8.3,6.4,1950,14.0,13.3,16.9,11.5,13.3,15.4,14.066666666666668,-0.6947791164658635,1
HH-07875,Burera,-1.439735,29.759214,2023-12-09,1.0,8.6,3.5,1736,7.9,7.6,7.4,7.8,8.5,7.3,7.75,0.09883720930232555,1
HH-03871,Musanze,-1.534574,29.670187,2023-01-12,5.0,12.7,4.7,2146,64.8,47.5,58.2,56.0,46.1,52.4,54.166666666666664,-3.2650918635170605,1
HH-05455,Rulindo,-1.772294,30.048821,2023-02-05,4.0,8.5,9.9,1685,32.5,32.8,25.3,34.4,26.5,29.7,30.2,-2.552941176470588,1
HH-03947,Rulindo,-1.77732,29.954297,2024-02-28,6.0,0.2,2.3,1641,43.3,37.3,46.2,32.2,38.1,37.9,39.166666666666664,-194.8333333333333,1
HH-07374,Burera,-1.485464,29.728309,2024-03-10,3.0,11.4,0.5,1884,15.2,16.9,17.1,16.7,18.7,13.1,16.28333333333333,-0.428362573099415,1
HH-01840,Musanze,-1.500757,29.630018,2023-09-23,5.0,13.0,2.0,1937,27.28855670103093,26.3,27.8,32.2,24.3,27.9,27.631426116838494,-1.125494316679884,1
HH-01704,Burera,-1.410721,29.807538,2023-12-18,5.0,11.6,1.0,1988,46.1,48.6,43.9,56.3,45.1,53.3,48.883333333333326,-3.2140804597701145,1
HH-06873,Burera,-1.470746,29.829103,2023-03-09,3.0,10.3,9.3,2104,12.1,15.3,15.8,16.6,13.4,15.6,14.799999999999999,-0.43689320388349495,1
HH-04739,Musanze,-1.515522,29.596304,2024-05-01,4.0,7.8,4.6,2054,32.0,28.2,29.5,32.8,29.2,26.5,29.7,-2.8076923076923075,1
HH-06675,Nyabihu,-1.630074,29.460661,2024-01-07,4.0,8.5,1.0,2463,29.3,31.3,27.1,27.6,27.9,24.5,27.950000000000003,-2.2882352941176474,1
HH-07951,Gakenke,-1.746562,29.771632,2023-02-09,3.0,9.3,3.2,2004,23.5,26.8,23.4,23.8,24.4,24.5,24.399999999999995,-1.6236559139784938,1
HH-02654,Nyabihu,-1.600851,29.532341,2024-03-10,3.0,12.3,1.8,2487,19.9,22.4,21.8,16.7,18.4,14.1,18.88333333333333,-0.5352303523035227,1
HH-04951,Musanze,9.285154,29.532341,2023-08-31,5.0,7.8,2.2,1722,35.8,41.3,26.95904639175258,32.3,34.9,34.0,34.209841065292096,-3.3858770596528327,1
HH-03423,Rulindo,-1.781184,30.005132,2023-09-30,5.0,6.4,7.1,1663,26.0,31.2,28.3,31.6,29.1,26.3,28.75,-3.4921875,1
HH-02971,Musanze,-1.507221,29.62482,2023-09-09,6.0,6.3,1.5,1959,19.3,16.6,19.5,26.805824742268044,14.5,15.7,18.734304123711343,-1.9736990672557686,1
HH-04185,Nyabihu,-1.627946,29.496354,2023-05-03,3.0,57.6,5.6,2466,13.2,13.4,26.95904639175258,12.0,26.663943298969073,14.9,17.853831615120278,0.6900376455708285,0
HH-06305,Musanze,-1.504097,29.626209,2023-06-09,5.0,8.6,4.3,1790,20.1,23.7,22.5,18.5,17.9,19.0,20.28333333333333,-1.3585271317829457,1
HH-02023,Gakenke,-1.633853,29.804365,2023-05-20,6.0,9.5,3.8,2249,41.5,50.7,50.7,42.8,56.1,60.4,50.36666666666667,-4.301754385964912,1
HH-07609,Musanze,-1.5148,29.646015,2024-01-31,3.0,7.3,6.5,2003,21.5,23.8,26.95904639175258,22.3,16.5,22.2,22.209841065292096,-2.0424439815468625,1
HH-05770,Gakenke,-1.741837,29.772098,2023-09-18,2.0,7.0,8.1,1976,13.3,11.0,12.9,13.3,14.5,12.9,12.983333333333334,-0.854761904761905,1
HH-01006,Rulindo,-1.736492,29.974001,2024-05-06,4.0,7.9,3.9,1719,26.4,30.2,30.8,23.8,27.7,29.4,28.049999999999997,-2.550632911392405,1
HH-06077,Musanze,-1.536771,29.614472,2023-04-03,5.0,9.4,3.2,1740,39.1,39.8,26.95904639175258,40.4,44.3,42.9,38.9098410652921,-3.1393447941800106,1
HH-01321,Musanze,-1.464037,29.653813,2024-06-10,5.0,14.5,3.3,1783,67.7,67.9,59.5,75.3,59.2,74.2,67.3,-3.6413793103448273,1
HH-05762,Gakenke,-1.464037,29.653813,2023-03-06,3.0,11.5,0.6,2301,27.28855670103093,15.3,13.4,16.2,18.4,16.9,17.914759450171825,-0.5578051695801587,1
HH-05892,Burera,-1.442581,29.712092,2024-05-06,5.0,8.9,2.5,2012,34.2,43.7,41.0,39.6,41.0,44.6,40.68333333333333,-3.571161048689138,1
HH-02756,Musanze,-1.488885,29.595189,2024-01-12,4.0,10.9,10.3,2088,20.4,15.5,22.2,21.2,16.2,17.3,18.8,-0.7247706422018348,1
HH-07459,Musanze,-1.472007,29.632705,2023-05-18,8.0,10.4,3.6,1857,44.7,29.3,42.2,38.3,40.2,30.6,37.55,-2.610576923076923,1
HH-00409,Gakenke,-1.674389,29.859103,2023-01-17,2.0,8.6,2.1,1866,16.3,15.3,16.1,13.3,17.4,16.4,15.800000000000002,-0.8372093023255818,1
HH-01198,Gakenke,-1.687838,29.88823,2023-03-16,3.0,9.1,3.4,2153,14.7,27.053943298969074,10.4,12.8,13.9,9.2,14.675657216494848,-0.6127095842302032,1
HH-07871,Rulindo,-1.780942,30.074322,2023-05-10,2.0,7.9,10.5,1763,9.4,6.3,7.3,7.9,6.8,8.2,7.649999999999999,0.03164556962025339,1
